Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit (FAO),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"TCL","Cultures et produits animaux","351","Chine","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","7077","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TCL","Cultures et produits animaux","351","Chine","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","8844","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TCL","Cultures et produits animaux","351","Chine","5910","Exportations - Quantité","568","Melons, cantaloups","2017","2017","tonnes","65451","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TCL","Cultures et produits animaux","351","Chine","5910","Exportations - Quantité","568","Melons, cantaloups","2018","2018","tonnes","52641","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TCL","Cultures et produits animaux","351","Chine","5910","Exportations - Quantité","568","Melons, cantaloups","2019","2019","tonnes","80517","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TCL","Cultures et produits animaux","351","Chine","5910","Exportations - Quantité","600","Papayes","2017","2017","tonnes","8735","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TCL","Cultures et produits animaux","351","Chine","5910","Exportations - Quantité","600","Papayes","2018","2018","tonnes","10160","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TCL","Cultures et produits animaux","351","Chine","5910","Exportations - Quantité","600","Papayes","2019","2019","tonnes","11282","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TCL","Cultures et produits animaux","351","Chine","5910","Exportations - Quantité","567","Pastèques","2017","2017","tonnes","43918","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TCL","Cultures et produits animaux","351","Chine","5910","Exportations - Quantité","567","Pastèques","2018","2018","tonnes","50074","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TCL","Cultures et produits animaux","351","Chine","5910","Exportations - Quantité","567","Pastèques","2019","2019","tonnes","50897","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","574","Ananas","2017","2017","tonnes","439","","Donnée officielle"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","574","Ananas","2018","2018","tonnes","401","","Donnée officielle"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","574","Ananas","2019","2019","tonnes","615","","Donnée officielle"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","486","Bananes","2017","2017","tonnes","2402","","Donnée officielle"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","486","Bananes","2018","2018","tonnes","1982","","Donnée officielle"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","486","Bananes","2019","2019","tonnes","1729","","Donnée officielle"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","592","Kiwis","2017","2017","tonnes","19098","","Donnée officielle"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","592","Kiwis","2018","2018","tonnes","12939","","Donnée officielle"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","592","Kiwis","2019","2019","tonnes","18812","","Donnée officielle"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","2283","","Donnée officielle"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","1874","","Donnée officielle"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","733","","Donnée officielle"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","568","Melons, cantaloups","2017","2017","tonnes","1161","","Donnée officielle"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","568","Melons, cantaloups","2018","2018","tonnes","1973","","Donnée officielle"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","568","Melons, cantaloups","2019","2019","tonnes","510","","Donnée officielle"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","600","Papayes","2017","2017","tonnes","2","","Donnée officielle"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","600","Papayes","2018","2018","tonnes","3","","Donnée officielle"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","600","Papayes","2019","2019","tonnes","4","","Donnée officielle"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","567","Pastèques","2017","2017","tonnes","1278","","Donnée officielle"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","567","Pastèques","2018","2018","tonnes","3163","","Donnée officielle"
"TCL","Cultures et produits animaux","96","Chine - RAS de Hong-Kong","5910","Exportations - Quantité","567","Pastèques","2019","2019","tonnes","3354","","Donnée officielle"
"TCL","Cultures et produits animaux","128","Chine - RAS de Macao","5910","Exportations - Quantité","574","Ananas","2017","2017","tonnes","0","*","Chiffre non officiel"
"TCL","Cultures et produits animaux","128","Chine - RAS de Macao","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","0","*","Chiffre non officiel"
"TCL","Cultures et produits animaux","128","Chine - RAS de Macao","5910","Exportations - Quantité","568","Melons, cantaloups","2017","2017","tonnes","0","*","Chiffre non officiel"
"TCL","Cultures et produits animaux","128","Chine - RAS de Macao","5910","Exportations - Quantité","568","Melons, cantaloups","2018","2018","tonnes","10","R","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","128","Chine - RAS de Macao","5910","Exportations - Quantité","567","Pastèques","2017","2017","tonnes","1","*","Chiffre non officiel"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","574","Ananas","2017","2017","tonnes","5340","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","574","Ananas","2018","2018","tonnes","5972","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","574","Ananas","2019","2019","tonnes","5860","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","486","Bananes","2017","2017","tonnes","15781","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","486","Bananes","2018","2018","tonnes","19317","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","486","Bananes","2019","2019","tonnes","23432","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","569","Figues","2017","2017","tonnes","69","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","569","Figues","2018","2018","tonnes","86","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","569","Figues","2019","2019","tonnes","107","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","592","Kiwis","2017","2017","tonnes","4298","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","592","Kiwis","2018","2018","tonnes","6498","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","592","Kiwis","2019","2019","tonnes","8852","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","568","Melons, cantaloups","2017","2017","tonnes","64223","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","568","Melons, cantaloups","2018","2018","tonnes","50575","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","568","Melons, cantaloups","2019","2019","tonnes","79967","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","600","Papayes","2017","2017","tonnes","8553","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","600","Papayes","2018","2018","tonnes","9956","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","600","Papayes","2019","2019","tonnes","11170","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","567","Pastèques","2017","2017","tonnes","42465","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","567","Pastèques","2018","2018","tonnes","46483","","Donnée officielle"
"TCL","Cultures et produits animaux","41","Chine, continentale","5910","Exportations - Quantité","567","Pastèques","2019","2019","tonnes","47023","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","574","Ananas","2017","2017","tonnes","27439","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","574","Ananas","2018","2018","tonnes","31927","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","574","Ananas","2019","2019","tonnes","51477","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","486","Bananes","2017","2017","tonnes","1110","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","486","Bananes","2018","2018","tonnes","1872","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","486","Bananes","2019","2019","tonnes","2923","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","569","Figues","2017","2017","tonnes","0","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","569","Figues","2018","2018","tonnes","0","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","569","Figues","2019","2019","tonnes","0","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","592","Kiwis","2017","2017","tonnes","45","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","592","Kiwis","2018","2018","tonnes","37","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","592","Kiwis","2019","2019","tonnes","56","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","4766","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","5203","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","8111","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","568","Melons, cantaloups","2017","2017","tonnes","67","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","568","Melons, cantaloups","2018","2018","tonnes","83","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","568","Melons, cantaloups","2019","2019","tonnes","40","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","600","Papayes","2017","2017","tonnes","180","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","600","Papayes","2018","2018","tonnes","201","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","600","Papayes","2019","2019","tonnes","108","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","567","Pastèques","2017","2017","tonnes","174","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","567","Pastèques","2018","2018","tonnes","428","","Donnée officielle"
"TCL","Cultures et produits animaux","214","Chine, Taiwan Province de","5910","Exportations - Quantité","567","Pastèques","2019","2019","tonnes","520","","Donnée officielle"
"TCL","Cultures et produits animaux","50","Chypre","5910","Exportations - Quantité","574","Ananas","2017","2017","tonnes","3","","Donnée officielle"
"TCL","Cultures et produits animaux","50","Chypre","5910","Exportations - Quantité","574","Ananas","2018","2018","tonnes","0","","Donnée officielle"
"TCL","Cultures et produits animaux","50","Chypre","5910","Exportations - Quantité","486","Bananes","2017","2017","tonnes","18","","Donnée officielle"
"TCL","Cultures et produits animaux","50","Chypre","5910","Exportations - Quantité","486","Bananes","2018","2018","tonnes","46","","Donnée officielle"
"TCL","Cultures et produits animaux","50","Chypre","5910","Exportations - Quantité","592","Kiwis","2019","2019","tonnes","9","","Donnée officielle"
"TCL","Cultures et produits animaux","50","Chypre","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","3","","Donnée officielle"
"TCL","Cultures et produits animaux","50","Chypre","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","0","","Donnée officielle"
"TCL","Cultures et produits animaux","50","Chypre","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","0","","Donnée officielle"
"TCL","Cultures et produits animaux","50","Chypre","5910","Exportations - Quantité","568","Melons, cantaloups","2017","2017","tonnes","13","","Donnée officielle"
"TCL","Cultures et produits animaux","50","Chypre","5910","Exportations - Quantité","568","Melons, cantaloups","2018","2018","tonnes","4","","Donnée officielle"
"TCL","Cultures et produits animaux","50","Chypre","5910","Exportations - Quantité","568","Melons, cantaloups","2019","2019","tonnes","12","","Donnée officielle"
"TCL","Cultures et produits animaux","50","Chypre","5910","Exportations - Quantité","567","Pastèques","2017","2017","tonnes","20","","Donnée officielle"
"TCL","Cultures et produits animaux","50","Chypre","5910","Exportations - Quantité","567","Pastèques","2018","2018","tonnes","34","","Donnée officielle"
"TCL","Cultures et produits animaux","50","Chypre","5910","Exportations - Quantité","567","Pastèques","2019","2019","tonnes","20","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","574","Ananas","2017","2017","tonnes","16684","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","574","Ananas","2018","2018","tonnes","15703","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","574","Ananas","2019","2019","tonnes","8922","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","486","Bananes","2017","2017","tonnes","1884805","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","486","Bananes","2018","2018","tonnes","1748483","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","486","Bananes","2019","2019","tonnes","1896091","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","569","Figues","2017","2017","tonnes","65","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","569","Figues","2018","2018","tonnes","70","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","569","Figues","2019","2019","tonnes","55","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","592","Kiwis","2017","2017","tonnes","116","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","592","Kiwis","2018","2018","tonnes","2","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","592","Kiwis","2019","2019","tonnes","0","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","905","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","953","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","1729","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","568","Melons, cantaloups","2017","2017","tonnes","48","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","568","Melons, cantaloups","2018","2018","tonnes","116","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","568","Melons, cantaloups","2019","2019","tonnes","130","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","600","Papayes","2017","2017","tonnes","346","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","600","Papayes","2018","2018","tonnes","148","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","600","Papayes","2019","2019","tonnes","294","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","567","Pastèques","2017","2017","tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","567","Pastèques","2018","2018","tonnes","206","","Donnée officielle"
"TCL","Cultures et produits animaux","44","Colombie","5910","Exportations - Quantité","567","Pastèques","2019","2019","tonnes","775","","Donnée officielle"
"TCL","Cultures et produits animaux","45","Comores","5910","Exportations - Quantité","569","Figues","2017","2017","tonnes","0","*","Chiffre non officiel"
"TCL","Cultures et produits animaux","45","Comores","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","0","*","Chiffre non officiel"
"TCL","Cultures et produits animaux","46","Congo","5910","Exportations - Quantité","574","Ananas","2018","2018","tonnes","","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","574","Ananas","2017","2017","tonnes","2160320","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","574","Ananas","2018","2018","tonnes","2333924","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","574","Ananas","2019","2019","tonnes","2216372","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","486","Bananes","2017","2017","tonnes","2525200","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","486","Bananes","2018","2018","tonnes","2484231","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","486","Bananes","2019","2019","tonnes","2382318","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","592","Kiwis","2017","2017","tonnes","26","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","592","Kiwis","2018","2018","tonnes","12","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","592","Kiwis","2019","2019","tonnes","22","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","6255","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","5247","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","6875","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","568","Melons, cantaloups","2017","2017","tonnes","115703","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","568","Melons, cantaloups","2018","2018","tonnes","115357","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","568","Melons, cantaloups","2019","2019","tonnes","104980","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","600","Papayes","2017","2017","tonnes","3212","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","600","Papayes","2018","2018","tonnes","2028","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","600","Papayes","2019","2019","tonnes","2764","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","567","Pastèques","2017","2017","tonnes","54144","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","567","Pastèques","2018","2018","tonnes","55046","","Donnée officielle"
"TCL","Cultures et produits animaux","48","Costa Rica","5910","Exportations - Quantité","567","Pastèques","2019","2019","tonnes","69880","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","574","Ananas","2017","2017","tonnes","31377","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","574","Ananas","2018","2018","tonnes","30469","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","574","Ananas","2019","2019","tonnes","32064","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","486","Bananes","2017","2017","tonnes","387137","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","486","Bananes","2018","2018","tonnes","377150","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","486","Bananes","2019","2019","tonnes","411444","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","592","Kiwis","2017","2017","tonnes","","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","592","Kiwis","2018","2018","tonnes","0","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","592","Kiwis","2019","2019","tonnes","0","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","41124","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","40301","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","40234","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","568","Melons, cantaloups","2017","2017","tonnes","0","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","568","Melons, cantaloups","2018","2018","tonnes","2","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","568","Melons, cantaloups","2019","2019","tonnes","2","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","600","Papayes","2017","2017","tonnes","1046","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","600","Papayes","2018","2018","tonnes","1016","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","600","Papayes","2019","2019","tonnes","794","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","567","Pastèques","2017","2017","tonnes","1","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","567","Pastèques","2018","2018","tonnes","27","","Donnée officielle"
"TCL","Cultures et produits animaux","107","Côte d'Ivoire","5910","Exportations - Quantité","567","Pastèques","2019","2019","tonnes","31","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","574","Ananas","2017","2017","tonnes","441","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","574","Ananas","2018","2018","tonnes","426","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","574","Ananas","2019","2019","tonnes","356","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","486","Bananes","2017","2017","tonnes","783","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","486","Bananes","2018","2018","tonnes","3120","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","486","Bananes","2019","2019","tonnes","6063","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","569","Figues","2017","2017","tonnes","96","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","569","Figues","2018","2018","tonnes","104","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","569","Figues","2019","2019","tonnes","38","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","592","Kiwis","2017","2017","tonnes","213","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","592","Kiwis","2018","2018","tonnes","42","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","592","Kiwis","2019","2019","tonnes","157","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","8","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","11","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","21","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","568","Melons, cantaloups","2017","2017","tonnes","152","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","568","Melons, cantaloups","2018","2018","tonnes","130","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","568","Melons, cantaloups","2019","2019","tonnes","46","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","600","Papayes","2017","2017","tonnes","0","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","600","Papayes","2018","2018","tonnes","0","","Donnée officielle"
"TCL","Cultures et produits animaux","98","Croatie","5910","Exportations - Quantité","567","Pastèques","2017","2017","tonnes","2322","","Donnée officielle"
