Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Code Mois,Mois,Unité,Valeur,Symbole,Description du Symbole
"PP","Prix à la Production","44","Colombie","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2019","2019","7021","Valeur annuel","USD","599","","Donnée officielle"
"PP","Prix à la Production","44","Colombie","5532","Prix à la Production (USD/tonne)","600","Papayes","2019","2019","7021","Valeur annuel","USD","528","","Donnée officielle"
"PP","Prix à la Production","44","Colombie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","291","","Donnée officielle"
"PP","Prix à la Production","48","Costa Rica","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","449","","Donnée officielle"
"PP","Prix à la Production","48","Costa Rica","5532","Prix à la Production (USD/tonne)","600","Papayes","2017","2017","7021","Valeur annuel","USD","322","","Donnée officielle"
"PP","Prix à la Production","48","Costa Rica","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","337","","Donnée officielle"
"PP","Prix à la Production","48","Costa Rica","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","453","","Donnée officielle"
"PP","Prix à la Production","48","Costa Rica","5532","Prix à la Production (USD/tonne)","600","Papayes","2018","2018","7021","Valeur annuel","USD","444","","Donnée officielle"
"PP","Prix à la Production","48","Costa Rica","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","394","","Donnée officielle"
"PP","Prix à la Production","48","Costa Rica","5532","Prix à la Production (USD/tonne)","486","Bananes","2019","2019","7021","Valeur annuel","USD","459","","Donnée officielle"
"PP","Prix à la Production","48","Costa Rica","5532","Prix à la Production (USD/tonne)","600","Papayes","2019","2019","7021","Valeur annuel","USD","359","","Donnée officielle"
"PP","Prix à la Production","48","Costa Rica","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","391","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5532","Prix à la Production (USD/tonne)","569","Figues","2017","2017","7021","Valeur annuel","USD","2111","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","408","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","172","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5532","Prix à la Production (USD/tonne)","569","Figues","2018","2018","7021","Valeur annuel","USD","1975","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","352","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","187","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5532","Prix à la Production (USD/tonne)","569","Figues","2019","2019","7021","Valeur annuel","USD","2509","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2019","2019","7021","Valeur annuel","USD","479","","Donnée officielle"
"PP","Prix à la Production","98","Croatie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","241","","Donnée officielle"
"PP","Prix à la Production","59","Égypte","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","286","","Donnée officielle"
"PP","Prix à la Production","59","Égypte","5532","Prix à la Production (USD/tonne)","569","Figues","2017","2017","7021","Valeur annuel","USD","203","","Donnée officielle"
"PP","Prix à la Production","59","Égypte","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","74","","Donnée officielle"
"PP","Prix à la Production","59","Égypte","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","97","","Donnée officielle"
"PP","Prix à la Production","59","Égypte","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","292","","Donnée officielle"
"PP","Prix à la Production","59","Égypte","5532","Prix à la Production (USD/tonne)","569","Figues","2018","2018","7021","Valeur annuel","USD","242","","Donnée officielle"
"PP","Prix à la Production","59","Égypte","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","80","","Donnée officielle"
"PP","Prix à la Production","59","Égypte","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","97","","Donnée officielle"
"PP","Prix à la Production","59","Égypte","5532","Prix à la Production (USD/tonne)","486","Bananes","2019","2019","7021","Valeur annuel","USD","720","","Donnée officielle"
"PP","Prix à la Production","59","Égypte","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","421","","Donnée officielle"
"PP","Prix à la Production","60","El Salvador","5532","Prix à la Production (USD/tonne)","574","Ananas","2017","2017","7021","Valeur annuel","USD","1100","","Donnée officielle"
"PP","Prix à la Production","60","El Salvador","5532","Prix à la Production (USD/tonne)","600","Papayes","2017","2017","7021","Valeur annuel","USD","479","","Donnée officielle"
"PP","Prix à la Production","60","El Salvador","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","268","","Donnée officielle"
"PP","Prix à la Production","60","El Salvador","5532","Prix à la Production (USD/tonne)","574","Ananas","2018","2018","7021","Valeur annuel","USD","500","","Donnée officielle"
"PP","Prix à la Production","60","El Salvador","5532","Prix à la Production (USD/tonne)","600","Papayes","2018","2018","7021","Valeur annuel","USD","497","","Donnée officielle"
"PP","Prix à la Production","60","El Salvador","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","248","","Donnée officielle"
"PP","Prix à la Production","58","Équateur","5532","Prix à la Production (USD/tonne)","574","Ananas","2017","2017","7021","Valeur annuel","USD","352","","Donnée officielle"
"PP","Prix à la Production","58","Équateur","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","247","","Donnée officielle"
"PP","Prix à la Production","58","Équateur","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","779","","Donnée officielle"
"PP","Prix à la Production","58","Équateur","5532","Prix à la Production (USD/tonne)","600","Papayes","2017","2017","7021","Valeur annuel","USD","482","","Donnée officielle"
"PP","Prix à la Production","58","Équateur","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","311","","Donnée officielle"
"PP","Prix à la Production","58","Équateur","5532","Prix à la Production (USD/tonne)","574","Ananas","2018","2018","7021","Valeur annuel","USD","411","","Donnée officielle"
"PP","Prix à la Production","58","Équateur","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","317","","Donnée officielle"
"PP","Prix à la Production","58","Équateur","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","481","","Donnée officielle"
"PP","Prix à la Production","58","Équateur","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","734","","Donnée officielle"
"PP","Prix à la Production","58","Équateur","5532","Prix à la Production (USD/tonne)","574","Ananas","2019","2019","7021","Valeur annuel","USD","502","","Donnée officielle"
"PP","Prix à la Production","58","Équateur","5532","Prix à la Production (USD/tonne)","486","Bananes","2019","2019","7021","Valeur annuel","USD","322","","Donnée officielle"
"PP","Prix à la Production","58","Équateur","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2019","2019","7021","Valeur annuel","USD","598","","Donnée officielle"
"PP","Prix à la Production","58","Équateur","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","711","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","574","Ananas","2017","2017","7021","Valeur annuel","USD","2338","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","526","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","569","Figues","2017","2017","7021","Valeur annuel","USD","1407","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","592","Kiwis","2017","2017","7021","Valeur annuel","USD","915","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","373","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","600","Papayes","2017","2017","7021","Valeur annuel","USD","975","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","280","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","574","Ananas","2018","2018","7021","Valeur annuel","USD","2497","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","695","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","569","Figues","2018","2018","7021","Valeur annuel","USD","1050","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","592","Kiwis","2018","2018","7021","Valeur annuel","USD","1052","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","391","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","600","Papayes","2018","2018","7021","Valeur annuel","USD","1165","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","610","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","574","Ananas","2019","2019","7021","Valeur annuel","USD","2324","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","486","Bananes","2019","2019","7021","Valeur annuel","USD","677","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","569","Figues","2019","2019","7021","Valeur annuel","USD","891","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","592","Kiwis","2019","2019","7021","Valeur annuel","USD","948","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2019","2019","7021","Valeur annuel","USD","318","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","600","Papayes","2019","2019","7021","Valeur annuel","USD","1058","","Donnée officielle"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","286","","Donnée officielle"
"PP","Prix à la Production","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","2011","","Donnée officielle"
"PP","Prix à la Production","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","569","Figues","2017","2017","7021","Valeur annuel","USD","1010","","Donnée officielle"
"PP","Prix à la Production","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","592","Kiwis","2017","2017","7021","Valeur annuel","USD","1157","","Donnée officielle"
"PP","Prix à la Production","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","423","","Donnée officielle"
"PP","Prix à la Production","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","600","Papayes","2017","2017","7021","Valeur annuel","USD","930","","Donnée officielle"
"PP","Prix à la Production","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","326","","Donnée officielle"
"PP","Prix à la Production","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","592","Kiwis","2018","2018","7021","Valeur annuel","USD","1620","","Donnée officielle"
"PP","Prix à la Production","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","500","","Donnée officielle"
"PP","Prix à la Production","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","600","Papayes","2018","2018","7021","Valeur annuel","USD","1609","","Donnée officielle"
"PP","Prix à la Production","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","375","","Donnée officielle"
"PP","Prix à la Production","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","592","Kiwis","2019","2019","7021","Valeur annuel","USD","1852","","Donnée officielle"
"PP","Prix à la Production","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2019","2019","7021","Valeur annuel","USD","527","","Donnée officielle"
"PP","Prix à la Production","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","600","Papayes","2019","2019","7021","Valeur annuel","USD","1030","","Donnée officielle"
"PP","Prix à la Production","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","337","","Donnée officielle"
"PP","Prix à la Production","238","Éthiopie","5532","Prix à la Production (USD/tonne)","574","Ananas","2017","2017","7021","Valeur annuel","USD","362","","Donnée officielle"
"PP","Prix à la Production","238","Éthiopie","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","203","","Donnée officielle"
"PP","Prix à la Production","238","Éthiopie","5532","Prix à la Production (USD/tonne)","600","Papayes","2017","2017","7021","Valeur annuel","USD","241","","Donnée officielle"
"PP","Prix à la Production","238","Éthiopie","5532","Prix à la Production (USD/tonne)","574","Ananas","2018","2018","7021","Valeur annuel","USD","353","","Donnée officielle"
"PP","Prix à la Production","238","Éthiopie","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","180","","Donnée officielle"
"PP","Prix à la Production","238","Éthiopie","5532","Prix à la Production (USD/tonne)","600","Papayes","2018","2018","7021","Valeur annuel","USD","202","","Donnée officielle"
"PP","Prix à la Production","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","109","","Donnée officielle"
"PP","Prix à la Production","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","134","","Donnée officielle"
"PP","Prix à la Production","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","209","","Donnée officielle"
"PP","Prix à la Production","66","Fidji","5532","Prix à la Production (USD/tonne)","574","Ananas","2017","2017","7021","Valeur annuel","USD","1016","","Donnée officielle"
"PP","Prix à la Production","66","Fidji","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","822","","Donnée officielle"
"PP","Prix à la Production","66","Fidji","5532","Prix à la Production (USD/tonne)","600","Papayes","2017","2017","7021","Valeur annuel","USD","629","","Donnée officielle"
"PP","Prix à la Production","66","Fidji","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","822","","Donnée officielle"
"PP","Prix à la Production","66","Fidji","5532","Prix à la Production (USD/tonne)","574","Ananas","2018","2018","7021","Valeur annuel","USD","896","","Donnée officielle"
"PP","Prix à la Production","66","Fidji","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","958","","Donnée officielle"
"PP","Prix à la Production","66","Fidji","5532","Prix à la Production (USD/tonne)","600","Papayes","2018","2018","7021","Valeur annuel","USD","575","","Donnée officielle"
"PP","Prix à la Production","66","Fidji","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","810","","Donnée officielle"
"PP","Prix à la Production","66","Fidji","5532","Prix à la Production (USD/tonne)","574","Ananas","2019","2019","7021","Valeur annuel","USD","833","","Donnée officielle"
"PP","Prix à la Production","66","Fidji","5532","Prix à la Production (USD/tonne)","486","Bananes","2019","2019","7021","Valeur annuel","USD","833","","Donnée officielle"
"PP","Prix à la Production","66","Fidji","5532","Prix à la Production (USD/tonne)","600","Papayes","2019","2019","7021","Valeur annuel","USD","555","","Donnée officielle"
"PP","Prix à la Production","66","Fidji","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","782","","Donnée officielle"
"PP","Prix à la Production","73","Géorgie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","104","","Donnée officielle"
"PP","Prix à la Production","73","Géorgie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","116","","Donnée officielle"
"PP","Prix à la Production","73","Géorgie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","121","","Donnée officielle"
"PP","Prix à la Production","81","Ghana","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","316","","Donnée officielle"
"PP","Prix à la Production","81","Ghana","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","225","","Donnée officielle"
"PP","Prix à la Production","81","Ghana","5532","Prix à la Production (USD/tonne)","486","Bananes","2019","2019","7021","Valeur annuel","USD","217","","Donnée officielle"
"PP","Prix à la Production","84","Grèce","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","734","","Donnée officielle"
"PP","Prix à la Production","84","Grèce","5532","Prix à la Production (USD/tonne)","569","Figues","2017","2017","7021","Valeur annuel","USD","2279","","Donnée officielle"
"PP","Prix à la Production","84","Grèce","5532","Prix à la Production (USD/tonne)","592","Kiwis","2017","2017","7021","Valeur annuel","USD","248","","Donnée officielle"
"PP","Prix à la Production","84","Grèce","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","490","","Donnée officielle"
"PP","Prix à la Production","84","Grèce","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","203","","Donnée officielle"
"PP","Prix à la Production","84","Grèce","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","768","","Donnée officielle"
"PP","Prix à la Production","84","Grèce","5532","Prix à la Production (USD/tonne)","569","Figues","2018","2018","7021","Valeur annuel","USD","2450","","Donnée officielle"
"PP","Prix à la Production","84","Grèce","5532","Prix à la Production (USD/tonne)","592","Kiwis","2018","2018","7021","Valeur annuel","USD","262","","Donnée officielle"
"PP","Prix à la Production","84","Grèce","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","644","","Donnée officielle"
"PP","Prix à la Production","84","Grèce","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","231","","Donnée officielle"
"PP","Prix à la Production","84","Grèce","5532","Prix à la Production (USD/tonne)","486","Bananes","2019","2019","7021","Valeur annuel","USD","728","","Donnée officielle"
"PP","Prix à la Production","84","Grèce","5532","Prix à la Production (USD/tonne)","569","Figues","2019","2019","7021","Valeur annuel","USD","2957","","Donnée officielle"
"PP","Prix à la Production","84","Grèce","5532","Prix à la Production (USD/tonne)","592","Kiwis","2019","2019","7021","Valeur annuel","USD","251","","Donnée officielle"
"PP","Prix à la Production","84","Grèce","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2019","2019","7021","Valeur annuel","USD","559","","Donnée officielle"
"PP","Prix à la Production","84","Grèce","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","241","","Donnée officielle"
"PP","Prix à la Production","86","Grenade","5532","Prix à la Production (USD/tonne)","574","Ananas","2017","2017","7021","Valeur annuel","USD","2243","","Donnée officielle"
"PP","Prix à la Production","86","Grenade","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","573","","Donnée officielle"
"PP","Prix à la Production","86","Grenade","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","1491","","Donnée officielle"
"PP","Prix à la Production","86","Grenade","5532","Prix à la Production (USD/tonne)","600","Papayes","2017","2017","7021","Valeur annuel","USD","612","","Donnée officielle"
"PP","Prix à la Production","86","Grenade","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","1436","","Donnée officielle"
"PP","Prix à la Production","86","Grenade","5532","Prix à la Production (USD/tonne)","574","Ananas","2018","2018","7021","Valeur annuel","USD","2106","","Donnée officielle"
"PP","Prix à la Production","86","Grenade","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","869","","Donnée officielle"
"PP","Prix à la Production","86","Grenade","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","1632","","Donnée officielle"
"PP","Prix à la Production","86","Grenade","5532","Prix à la Production (USD/tonne)","600","Papayes","2018","2018","7021","Valeur annuel","USD","679","","Donnée officielle"
"PP","Prix à la Production","86","Grenade","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","1412","","Donnée officielle"
"PP","Prix à la Production","86","Grenade","5532","Prix à la Production (USD/tonne)","574","Ananas","2019","2019","7021","Valeur annuel","USD","2008","","Donnée officielle"
"PP","Prix à la Production","86","Grenade","5532","Prix à la Production (USD/tonne)","486","Bananes","2019","2019","7021","Valeur annuel","USD","507","","Donnée officielle"
"PP","Prix à la Production","86","Grenade","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2019","2019","7021","Valeur annuel","USD","1785","","Donnée officielle"
"PP","Prix à la Production","86","Grenade","5532","Prix à la Production (USD/tonne)","600","Papayes","2019","2019","7021","Valeur annuel","USD","816","","Donnée officielle"
"PP","Prix à la Production","86","Grenade","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","1679","","Donnée officielle"
"PP","Prix à la Production","90","Guinée","5532","Prix à la Production (USD/tonne)","574","Ananas","2017","2017","7021","Valeur annuel","USD","79","","Donnée officielle"
"PP","Prix à la Production","90","Guinée","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","96","","Donnée officielle"
"PP","Prix à la Production","90","Guinée","5532","Prix à la Production (USD/tonne)","574","Ananas","2018","2018","7021","Valeur annuel","USD","83","","Donnée officielle"
"PP","Prix à la Production","90","Guinée","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","104","","Donnée officielle"
"PP","Prix à la Production","91","Guyana","5532","Prix à la Production (USD/tonne)","574","Ananas","2017","2017","7021","Valeur annuel","USD","499","","Donnée officielle"
"PP","Prix à la Production","91","Guyana","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","1991","","Donnée officielle"
"PP","Prix à la Production","91","Guyana","5532","Prix à la Production (USD/tonne)","600","Papayes","2017","2017","7021","Valeur annuel","USD","753","","Donnée officielle"
"PP","Prix à la Production","91","Guyana","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","494","","Donnée officielle"
"PP","Prix à la Production","91","Guyana","5532","Prix à la Production (USD/tonne)","574","Ananas","2018","2018","7021","Valeur annuel","USD","455","","Donnée officielle"
"PP","Prix à la Production","91","Guyana","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","2245","","Donnée officielle"
"PP","Prix à la Production","91","Guyana","5532","Prix à la Production (USD/tonne)","600","Papayes","2018","2018","7021","Valeur annuel","USD","728","","Donnée officielle"
"PP","Prix à la Production","91","Guyana","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","415","","Donnée officielle"
"PP","Prix à la Production","91","Guyana","5532","Prix à la Production (USD/tonne)","574","Ananas","2019","2019","7021","Valeur annuel","USD","502","","Donnée officielle"
"PP","Prix à la Production","91","Guyana","5532","Prix à la Production (USD/tonne)","486","Bananes","2019","2019","7021","Valeur annuel","USD","2206","","Donnée officielle"
"PP","Prix à la Production","91","Guyana","5532","Prix à la Production (USD/tonne)","600","Papayes","2019","2019","7021","Valeur annuel","USD","926","","Donnée officielle"
"PP","Prix à la Production","91","Guyana","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","451","","Donnée officielle"
"PP","Prix à la Production","97","Hongrie","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","429","","Donnée officielle"
"PP","Prix à la Production","97","Hongrie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","129","","Donnée officielle"
"PP","Prix à la Production","97","Hongrie","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","626","","Donnée officielle"
"PP","Prix à la Production","97","Hongrie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","152","","Donnée officielle"
"PP","Prix à la Production","97","Hongrie","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2019","2019","7021","Valeur annuel","USD","681","","Donnée officielle"
"PP","Prix à la Production","97","Hongrie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","151","","Donnée officielle"
"PP","Prix à la Production","101","Indonésie","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","451","","Donnée officielle"
"PP","Prix à la Production","101","Indonésie","5532","Prix à la Production (USD/tonne)","600","Papayes","2017","2017","7021","Valeur annuel","USD","307","","Donnée officielle"
"PP","Prix à la Production","101","Indonésie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","339","","Donnée officielle"
"PP","Prix à la Production","101","Indonésie","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","463","","Donnée officielle"
"PP","Prix à la Production","101","Indonésie","5532","Prix à la Production (USD/tonne)","600","Papayes","2018","2018","7021","Valeur annuel","USD","296","","Donnée officielle"
"PP","Prix à la Production","101","Indonésie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","351","","Donnée officielle"
"PP","Prix à la Production","101","Indonésie","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2019","2019","7021","Valeur annuel","USD","520","","Donnée officielle"
"PP","Prix à la Production","101","Indonésie","5532","Prix à la Production (USD/tonne)","600","Papayes","2019","2019","7021","Valeur annuel","USD","270","","Donnée officielle"
"PP","Prix à la Production","101","Indonésie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","321","","Donnée officielle"
"PP","Prix à la Production","102","Iran (République islamique d')","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","605","","Donnée officielle"
"PP","Prix à la Production","102","Iran (République islamique d')","5532","Prix à la Production (USD/tonne)","569","Figues","2017","2017","7021","Valeur annuel","USD","662","","Donnée officielle"
