Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Code Mois,Mois,Unité,Valeur,Symbole,Description du Symbole
"PP","Prix à la Production","102","Iran (République islamique d')","5532","Prix à la Production (USD/tonne)","592","Kiwis","2017","2017","7021","Valeur annuel","USD","453","","Donnée officielle"
"PP","Prix à la Production","102","Iran (République islamique d')","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","171","","Donnée officielle"
"PP","Prix à la Production","102","Iran (République islamique d')","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","94","","Donnée officielle"
"PP","Prix à la Production","102","Iran (République islamique d')","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","740","","Donnée officielle"
"PP","Prix à la Production","102","Iran (République islamique d')","5532","Prix à la Production (USD/tonne)","569","Figues","2018","2018","7021","Valeur annuel","USD","1305","","Donnée officielle"
"PP","Prix à la Production","102","Iran (République islamique d')","5532","Prix à la Production (USD/tonne)","592","Kiwis","2018","2018","7021","Valeur annuel","USD","884","","Donnée officielle"
"PP","Prix à la Production","102","Iran (République islamique d')","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","366","","Donnée officielle"
"PP","Prix à la Production","102","Iran (République islamique d')","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","217","","Donnée officielle"
"PP","Prix à la Production","102","Iran (République islamique d')","5532","Prix à la Production (USD/tonne)","486","Bananes","2019","2019","7021","Valeur annuel","USD","1212","","Donnée officielle"
"PP","Prix à la Production","102","Iran (République islamique d')","5532","Prix à la Production (USD/tonne)","569","Figues","2019","2019","7021","Valeur annuel","USD","1010","","Donnée officielle"
"PP","Prix à la Production","102","Iran (République islamique d')","5532","Prix à la Production (USD/tonne)","592","Kiwis","2019","2019","7021","Valeur annuel","USD","939","","Donnée officielle"
"PP","Prix à la Production","102","Iran (République islamique d')","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2019","2019","7021","Valeur annuel","USD","401","","Donnée officielle"
"PP","Prix à la Production","102","Iran (République islamique d')","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","169","","Donnée officielle"
"PP","Prix à la Production","103","Iraq","5532","Prix à la Production (USD/tonne)","569","Figues","2017","2017","7021","Valeur annuel","USD","1145","","Donnée officielle"
"PP","Prix à la Production","103","Iraq","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","397","","Donnée officielle"
"PP","Prix à la Production","103","Iraq","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","345","","Donnée officielle"
"PP","Prix à la Production","103","Iraq","5532","Prix à la Production (USD/tonne)","569","Figues","2018","2018","7021","Valeur annuel","USD","1207","","Donnée officielle"
"PP","Prix à la Production","103","Iraq","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","399","","Donnée officielle"
"PP","Prix à la Production","103","Iraq","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","351","","Donnée officielle"
"PP","Prix à la Production","103","Iraq","5532","Prix à la Production (USD/tonne)","569","Figues","2019","2019","7021","Valeur annuel","USD","1206","","Donnée officielle"
"PP","Prix à la Production","103","Iraq","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2019","2019","7021","Valeur annuel","USD","392","","Donnée officielle"
"PP","Prix à la Production","103","Iraq","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","348","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","574","Ananas","2017","2017","7021","Valeur annuel","USD","5715","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","1307","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","569","Figues","2017","2017","7021","Valeur annuel","USD","3339","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","592","Kiwis","2017","2017","7021","Valeur annuel","USD","3387","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","778","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","600","Papayes","2017","2017","7021","Valeur annuel","USD","1966","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","484","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","574","Ananas","2018","2018","7021","Valeur annuel","USD","5321","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","944","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","569","Figues","2018","2018","7021","Valeur annuel","USD","3518","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","592","Kiwis","2018","2018","7021","Valeur annuel","USD","2966","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","990","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","600","Papayes","2018","2018","7021","Valeur annuel","USD","1902","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","844","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","574","Ananas","2019","2019","7021","Valeur annuel","USD","5402","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","486","Bananes","2019","2019","7021","Valeur annuel","USD","1168","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","569","Figues","2019","2019","7021","Valeur annuel","USD","4292","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","592","Kiwis","2019","2019","7021","Valeur annuel","USD","3378","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2019","2019","7021","Valeur annuel","USD","747","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","600","Papayes","2019","2019","7021","Valeur annuel","USD","2799","","Donnée officielle"
"PP","Prix à la Production","105","Israël","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","702","","Donnée officielle"
"PP","Prix à la Production","109","Jamaïque","5532","Prix à la Production (USD/tonne)","574","Ananas","2017","2017","7021","Valeur annuel","USD","1143","","Donnée officielle"
"PP","Prix à la Production","109","Jamaïque","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","688","","Donnée officielle"
"PP","Prix à la Production","109","Jamaïque","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","1458","","Donnée officielle"
"PP","Prix à la Production","109","Jamaïque","5532","Prix à la Production (USD/tonne)","600","Papayes","2017","2017","7021","Valeur annuel","USD","1040","","Donnée officielle"
"PP","Prix à la Production","109","Jamaïque","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","774","","Donnée officielle"
"PP","Prix à la Production","109","Jamaïque","5532","Prix à la Production (USD/tonne)","574","Ananas","2018","2018","7021","Valeur annuel","USD","1313","","Donnée officielle"
"PP","Prix à la Production","109","Jamaïque","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","683","","Donnée officielle"
"PP","Prix à la Production","109","Jamaïque","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","1329","","Donnée officielle"
"PP","Prix à la Production","109","Jamaïque","5532","Prix à la Production (USD/tonne)","600","Papayes","2018","2018","7021","Valeur annuel","USD","1142","","Donnée officielle"
"PP","Prix à la Production","109","Jamaïque","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","870","","Donnée officielle"
"PP","Prix à la Production","109","Jamaïque","5532","Prix à la Production (USD/tonne)","574","Ananas","2019","2019","7021","Valeur annuel","USD","1444","","Donnée officielle"
"PP","Prix à la Production","109","Jamaïque","5532","Prix à la Production (USD/tonne)","486","Bananes","2019","2019","7021","Valeur annuel","USD","660","","Donnée officielle"
"PP","Prix à la Production","109","Jamaïque","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2019","2019","7021","Valeur annuel","USD","1511","","Donnée officielle"
"PP","Prix à la Production","109","Jamaïque","5532","Prix à la Production (USD/tonne)","600","Papayes","2019","2019","7021","Valeur annuel","USD","1217","","Donnée officielle"
"PP","Prix à la Production","109","Jamaïque","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","1082","","Donnée officielle"
"PP","Prix à la Production","110","Japon","5532","Prix à la Production (USD/tonne)","574","Ananas","2017","2017","7021","Valeur annuel","USD","1333","","Donnée officielle"
"PP","Prix à la Production","110","Japon","5532","Prix à la Production (USD/tonne)","592","Kiwis","2017","2017","7021","Valeur annuel","USD","4121","","Donnée officielle"
"PP","Prix à la Production","110","Japon","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","3411","","Donnée officielle"
"PP","Prix à la Production","110","Japon","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","1617","","Donnée officielle"
"PP","Prix à la Production","110","Japon","5532","Prix à la Production (USD/tonne)","574","Ananas","2018","2018","7021","Valeur annuel","USD","1368","","Donnée officielle"
"PP","Prix à la Production","110","Japon","5532","Prix à la Production (USD/tonne)","592","Kiwis","2018","2018","7021","Valeur annuel","USD","3814","","Donnée officielle"
"PP","Prix à la Production","110","Japon","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","3578","","Donnée officielle"
"PP","Prix à la Production","110","Japon","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","1651","","Donnée officielle"
"PP","Prix à la Production","110","Japon","5532","Prix à la Production (USD/tonne)","574","Ananas","2019","2019","7021","Valeur annuel","USD","1417","","Donnée officielle"
"PP","Prix à la Production","110","Japon","5532","Prix à la Production (USD/tonne)","592","Kiwis","2019","2019","7021","Valeur annuel","USD","4151","","Donnée officielle"
"PP","Prix à la Production","110","Japon","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2019","2019","7021","Valeur annuel","USD","3709","","Donnée officielle"
"PP","Prix à la Production","110","Japon","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","1509","","Donnée officielle"
"PP","Prix à la Production","112","Jordanie","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","667","","Donnée officielle"
"PP","Prix à la Production","112","Jordanie","5532","Prix à la Production (USD/tonne)","569","Figues","2017","2017","7021","Valeur annuel","USD","2488","","Donnée officielle"
"PP","Prix à la Production","112","Jordanie","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","242","","Donnée officielle"
"PP","Prix à la Production","112","Jordanie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","301","","Donnée officielle"
"PP","Prix à la Production","112","Jordanie","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","687","","Donnée officielle"
"PP","Prix à la Production","112","Jordanie","5532","Prix à la Production (USD/tonne)","569","Figues","2018","2018","7021","Valeur annuel","USD","1654","","Donnée officielle"
"PP","Prix à la Production","112","Jordanie","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","277","","Donnée officielle"
"PP","Prix à la Production","112","Jordanie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","259","","Donnée officielle"
"PP","Prix à la Production","108","Kazakhstan","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","82","","Donnée officielle"
"PP","Prix à la Production","108","Kazakhstan","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","67","","Donnée officielle"
"PP","Prix à la Production","108","Kazakhstan","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","93","","Donnée officielle"
"PP","Prix à la Production","108","Kazakhstan","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","66","","Donnée officielle"
"PP","Prix à la Production","108","Kazakhstan","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2019","2019","7021","Valeur annuel","USD","210","","Donnée officielle"
"PP","Prix à la Production","108","Kazakhstan","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","84","","Donnée officielle"
"PP","Prix à la Production","114","Kenya","5532","Prix à la Production (USD/tonne)","486","Bananes","2019","2019","7021","Valeur annuel","USD","296","","Donnée officielle"
"PP","Prix à la Production","114","Kenya","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","686","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5532","Prix à la Production (USD/tonne)","569","Figues","2017","2017","7021","Valeur annuel","USD","861","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","659","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","824","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5532","Prix à la Production (USD/tonne)","569","Figues","2018","2018","7021","Valeur annuel","USD","864","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","662","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","828","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5532","Prix à la Production (USD/tonne)","569","Figues","2019","2019","7021","Valeur annuel","USD","860","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2019","2019","7021","Valeur annuel","USD","741","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","823","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","679","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5532","Prix à la Production (USD/tonne)","569","Figues","2017","2017","7021","Valeur annuel","USD","1861","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","742","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","521","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","712","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5532","Prix à la Production (USD/tonne)","569","Figues","2018","2018","7021","Valeur annuel","USD","2014","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","756","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","423","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5532","Prix à la Production (USD/tonne)","486","Bananes","2019","2019","7021","Valeur annuel","USD","710","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5532","Prix à la Production (USD/tonne)","569","Figues","2019","2019","7021","Valeur annuel","USD","1754","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2019","2019","7021","Valeur annuel","USD","712","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","463","","Donnée officielle"
"PP","Prix à la Production","154","Macédoine du Nord","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","77","","Donnée officielle"
"PP","Prix à la Production","154","Macédoine du Nord","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","133","","Donnée officielle"
"PP","Prix à la Production","154","Macédoine du Nord","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","177","","Donnée officielle"
"PP","Prix à la Production","131","Malaisie","5532","Prix à la Production (USD/tonne)","574","Ananas","2017","2017","7021","Valeur annuel","USD","337","","Donnée officielle"
"PP","Prix à la Production","131","Malaisie","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","378","","Donnée officielle"
"PP","Prix à la Production","131","Malaisie","5532","Prix à la Production (USD/tonne)","600","Papayes","2017","2017","7021","Valeur annuel","USD","317","","Donnée officielle"
"PP","Prix à la Production","131","Malaisie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","300","","Donnée officielle"
"PP","Prix à la Production","131","Malaisie","5532","Prix à la Production (USD/tonne)","574","Ananas","2018","2018","7021","Valeur annuel","USD","347","","Donnée officielle"
"PP","Prix à la Production","131","Malaisie","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","359","","Donnée officielle"
"PP","Prix à la Production","131","Malaisie","5532","Prix à la Production (USD/tonne)","600","Papayes","2018","2018","7021","Valeur annuel","USD","359","","Donnée officielle"
"PP","Prix à la Production","131","Malaisie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","297","","Donnée officielle"
"PP","Prix à la Production","131","Malaisie","5532","Prix à la Production (USD/tonne)","574","Ananas","2019","2019","7021","Valeur annuel","USD","386","","Donnée officielle"
"PP","Prix à la Production","131","Malaisie","5532","Prix à la Production (USD/tonne)","486","Bananes","2019","2019","7021","Valeur annuel","USD","391","","Donnée officielle"
"PP","Prix à la Production","131","Malaisie","5532","Prix à la Production (USD/tonne)","600","Papayes","2019","2019","7021","Valeur annuel","USD","374","","Donnée officielle"
"PP","Prix à la Production","131","Malaisie","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","302","","Donnée officielle"
"PP","Prix à la Production","130","Malawi","5532","Prix à la Production (USD/tonne)","574","Ananas","2017","2017","7021","Valeur annuel","USD","302","","Donnée officielle"
"PP","Prix à la Production","130","Malawi","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","538","","Donnée officielle"
"PP","Prix à la Production","132","Maldives","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","1235","","Donnée officielle"
"PP","Prix à la Production","132","Maldives","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","1859","","Donnée officielle"
"PP","Prix à la Production","132","Maldives","5532","Prix à la Production (USD/tonne)","600","Papayes","2017","2017","7021","Valeur annuel","USD","663","","Donnée officielle"
"PP","Prix à la Production","132","Maldives","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","838","","Donnée officielle"
"PP","Prix à la Production","132","Maldives","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","1299","","Donnée officielle"
"PP","Prix à la Production","132","Maldives","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","1897","","Donnée officielle"
"PP","Prix à la Production","132","Maldives","5532","Prix à la Production (USD/tonne)","600","Papayes","2018","2018","7021","Valeur annuel","USD","780","","Donnée officielle"
"PP","Prix à la Production","132","Maldives","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","1007","","Donnée officielle"
"PP","Prix à la Production","132","Maldives","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2019","2019","7021","Valeur annuel","USD","1411","","Donnée officielle"
"PP","Prix à la Production","132","Maldives","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","1255","","Donnée officielle"
"PP","Prix à la Production","133","Mali","5532","Prix à la Production (USD/tonne)","574","Ananas","2017","2017","7021","Valeur annuel","USD","198","","Donnée officielle"
"PP","Prix à la Production","133","Mali","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","752","","Donnée officielle"
"PP","Prix à la Production","133","Mali","5532","Prix à la Production (USD/tonne)","600","Papayes","2017","2017","7021","Valeur annuel","USD","547","","Donnée officielle"
"PP","Prix à la Production","133","Mali","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","277","","Donnée officielle"
"PP","Prix à la Production","133","Mali","5532","Prix à la Production (USD/tonne)","574","Ananas","2018","2018","7021","Valeur annuel","USD","211","","Donnée officielle"
"PP","Prix à la Production","133","Mali","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","786","","Donnée officielle"
"PP","Prix à la Production","133","Mali","5532","Prix à la Production (USD/tonne)","600","Papayes","2018","2018","7021","Valeur annuel","USD","592","","Donnée officielle"
"PP","Prix à la Production","133","Mali","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","388","","Donnée officielle"
"PP","Prix à la Production","133","Mali","5532","Prix à la Production (USD/tonne)","486","Bananes","2019","2019","7021","Valeur annuel","USD","777","","Donnée officielle"
"PP","Prix à la Production","133","Mali","5532","Prix à la Production (USD/tonne)","600","Papayes","2019","2019","7021","Valeur annuel","USD","630","","Donnée officielle"
"PP","Prix à la Production","133","Mali","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","486","","Donnée officielle"
"PP","Prix à la Production","134","Malte","5532","Prix à la Production (USD/tonne)","569","Figues","2017","2017","7021","Valeur annuel","USD","3579","","Donnée officielle"
"PP","Prix à la Production","134","Malte","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","417","","Donnée officielle"
"PP","Prix à la Production","134","Malte","5532","Prix à la Production (USD/tonne)","569","Figues","2018","2018","7021","Valeur annuel","USD","3829","","Donnée officielle"
"PP","Prix à la Production","134","Malte","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","381","","Donnée officielle"
"PP","Prix à la Production","134","Malte","5532","Prix à la Production (USD/tonne)","569","Figues","2019","2019","7021","Valeur annuel","USD","4961","","Donnée officielle"
"PP","Prix à la Production","134","Malte","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2019","2019","7021","Valeur annuel","USD","446","","Donnée officielle"
"PP","Prix à la Production","143","Maroc","5532","Prix à la Production (USD/tonne)","574","Ananas","2017","2017","7021","Valeur annuel","USD","1637","","Donnée officielle"
"PP","Prix à la Production","143","Maroc","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","436","","Donnée officielle"
"PP","Prix à la Production","143","Maroc","5532","Prix à la Production (USD/tonne)","569","Figues","2017","2017","7021","Valeur annuel","USD","551","","Donnée officielle"
"PP","Prix à la Production","143","Maroc","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","176","","Donnée officielle"
"PP","Prix à la Production","143","Maroc","5532","Prix à la Production (USD/tonne)","567","Pastèques","2017","2017","7021","Valeur annuel","USD","137","","Donnée officielle"
"PP","Prix à la Production","143","Maroc","5532","Prix à la Production (USD/tonne)","574","Ananas","2018","2018","7021","Valeur annuel","USD","1512","","Donnée officielle"
"PP","Prix à la Production","143","Maroc","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","555","","Donnée officielle"
"PP","Prix à la Production","143","Maroc","5532","Prix à la Production (USD/tonne)","569","Figues","2018","2018","7021","Valeur annuel","USD","610","","Donnée officielle"
"PP","Prix à la Production","143","Maroc","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2018","2018","7021","Valeur annuel","USD","235","","Donnée officielle"
"PP","Prix à la Production","143","Maroc","5532","Prix à la Production (USD/tonne)","567","Pastèques","2018","2018","7021","Valeur annuel","USD","147","","Donnée officielle"
"PP","Prix à la Production","143","Maroc","5532","Prix à la Production (USD/tonne)","486","Bananes","2019","2019","7021","Valeur annuel","USD","446","","Donnée officielle"
"PP","Prix à la Production","143","Maroc","5532","Prix à la Production (USD/tonne)","569","Figues","2019","2019","7021","Valeur annuel","USD","550","","Donnée officielle"
"PP","Prix à la Production","143","Maroc","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2019","2019","7021","Valeur annuel","USD","264","","Donnée officielle"
"PP","Prix à la Production","143","Maroc","5532","Prix à la Production (USD/tonne)","567","Pastèques","2019","2019","7021","Valeur annuel","USD","189","","Donnée officielle"
"PP","Prix à la Production","137","Maurice","5532","Prix à la Production (USD/tonne)","574","Ananas","2017","2017","7021","Valeur annuel","USD","697","","Donnée officielle"
"PP","Prix à la Production","137","Maurice","5532","Prix à la Production (USD/tonne)","486","Bananes","2017","2017","7021","Valeur annuel","USD","261","","Donnée officielle"
"PP","Prix à la Production","137","Maurice","5532","Prix à la Production (USD/tonne)","574","Ananas","2018","2018","7021","Valeur annuel","USD","921","","Donnée officielle"
"PP","Prix à la Production","137","Maurice","5532","Prix à la Production (USD/tonne)","486","Bananes","2018","2018","7021","Valeur annuel","USD","300","","Donnée officielle"
"PP","Prix à la Production","137","Maurice","5532","Prix à la Production (USD/tonne)","574","Ananas","2019","2019","7021","Valeur annuel","USD","1132","","Donnée officielle"
"PP","Prix à la Production","137","Maurice","5532","Prix à la Production (USD/tonne)","486","Bananes","2019","2019","7021","Valeur annuel","USD","322","","Donnée officielle"
"PP","Prix à la Production","138","Mexique","5532","Prix à la Production (USD/tonne)","574","Ananas","2017","2017","7021","Valeur annuel","USD","222","","Donnée officielle"
"PP","Prix à la Production","138","Mexique","5532","Prix à la Production (USD/tonne)","569","Figues","2017","2017","7021","Valeur annuel","USD","526","","Donnée officielle"
"PP","Prix à la Production","138","Mexique","5532","Prix à la Production (USD/tonne)","568","Melons, cantaloups","2017","2017","7021","Valeur annuel","USD","257","","Donnée officielle"
"PP","Prix à la Production","138","Mexique","5532","Prix à la Production (USD/tonne)","600","Papayes","2017","2017","7021","Valeur annuel","USD","272","","Donnée officielle"
